airport,date,time,temperature,pressure_station,pressure_sea,humidity,wind_direction,wind_speed,visibility
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",14:00,-12,753.7,765.0,79,"Ветер, дующий с запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",13:30,-12,753.7,765.0,79,"Ветер, дующий с запада",(4 м/с),8.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",13:00,-11,753.7,765.0,73,"Ветер, дующий с запада",(6 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",12:30,-11,753.7,765.0,79,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",12:00,-11,753.7,765.0,73,"Ветер, дующий с западо-юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",11:30,-12,753.0,764.3,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",11:00,-11,753.0,764.3,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",10:30,-11,753.0,764.3,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",10:00,-12,752.2,763.5,85,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",09:30,-11,752.2,763.5,79,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",09:00,-11,751.6,762.8,79,"Ветер, дующий с юго-запада",(3 м/с),9.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",08:30,-11,751.6,762.8,79,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",08:00,-11,751.6,762.8,85,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",07:30,-11,750.8,762.0,85,"Ветер, дующий с западо-юго-запада",(4 м/с),9.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",07:00,-11,750.8,762.0,85,"Ветер, дующий с западо-юго-запада",(5 м/с),9.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",06:30,-11,750.8,762.0,85,"Ветер, дующий с западо-юго-запада",(6 м/с),9.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",06:00,-10,750.0,761.2,79,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",05:30,-10,750.0,761.2,79,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",05:00,-10,750.0,761.2,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",04:30,-10,749.3,760.5,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",04:00,-10,749.3,760.5,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",03:30,-10,749.3,760.5,79,"Ветер, дующий с юго-юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",03:00,-11,749.3,760.5,85,"Ветер, дующий с юго-юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",02:30,-12,748.5,759.7,85,"Ветер, дующий с юго-запада",(3 м/с),9.0
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",02:00,-11,748.5,759.7,79,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",01:30,-11,748.5,759.7,85,"Ветер, дующий с юго-юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",01:00,-11,747.8,759.0,85,"Ветер, дующий с юга",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",00:30,-10,747.9,759.0,79,"Ветер, дующий с юга",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"18 января,четверг",00:00,-10,747.1,758.2,79,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",23:30,-10,747.1,758.2,79,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",23:00,-10,747.1,758.2,85,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",22:30,-9,746.6,757.7,79,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",22:00,-10,746.6,757.7,85,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",21:30,-12,745.7,756.9,85,"Ветер, дующий с юга",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",21:00,-11,745.7,756.9,85,"Ветер, дующий с юга",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",20:30,-12,745.0,756.2,92,"Ветер, дующий с юго-юго-востока",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",20:00,-9,745.1,756.2,79,"Ветер, дующий с юго-юго-запада",(4 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",19:30,-8,744.4,755.4,79,"Ветер, дующий с юго-запада",(3 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",19:00,-8,744.4,755.4,79,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",18:30,-7,743.6,754.6,73,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",18:00,-7,743.6,754.6,73,"Ветер, дующий с западо-юго-запада",(6 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",17:30,-7,742.9,753.9,73,"Ветер, дующий с западо-юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",17:00,-6,743.0,753.9,74,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",16:30,-6,742.2,753.1,80,"Ветер, дующий с юго-запада",(5 м/с),10.0 и более
Казани / им. Г. М. Тукая (аэропорт),"17 января,среда",16:00,-5,741.5,752.3,80,"Ветер, дующий с юго-запада",(4 м/с),10.0 и более
